,tweets,likes,time,source
8462,"In the wake of Pakistan’s devastating floods, questions about flood resilience have been front and center for many working in the water–energy–food–environment nexus. 

Read more from the CGIAR Initiative on NEXUS Gains ➡️ https://t.co/UGfcuI3Peh 

#OneCGIAR @IWMI_",11,2022-11-20 07:30:00+00:00,Buffer
8467,"Mohenjo Daro, one of the world's first cities, came close to being wiped off the map during tragic floods in Pakistan.

#AWANInews #AWANITonight

https://t.co/WpS8sJ8pAq",38,2022-11-20 07:26:58+00:00,TweetDeck
8469,"Apparently our fault Pakistan floods happened.  Nothing to do with 30 kids each and cutting forests on flood plains down eh?

Beggar state be fkd.",70,2022-11-20 07:23:19+00:00,Twitter for Android
8470,"Mohenjo Daro emerges as symbol of global warming threat to cultural heritage: KARACHI: One of the world’s first cities came close to being wiped off the map during tragic floods this summer in Pakistan. Though Mohenjo Daro survived, it has become a symbol of the threat global… https://t.co/QIcT1jg5y1",0,2022-11-20 07:22:33+00:00,dlvr.it
8480,"ONE of the world's first cities came close to being wiped off the map during tragic floods this summer in Pakistan. Though Mohenjo Daro survived, it has become a symbol of the threat global warming poses to humanity's cultural heritage. 

https://t.co/rOrgwAXVyZ",11,2022-11-20 07:07:17+00:00,Twitter Web App
8484,Federal Minister/Chairperson BISP Shazia Marri says in message on #WorldChildrensDay that tens of hundreds kids affected by devastating floods in #Pakistan are waiting for our help.She resolves to work for children &amp; urges all to come forward &amp; help to cater needs of needy kids https://t.co/dsueKFnqcI,131,2022-11-20 07:06:26+00:00,Twitter for iPhone
8488,"There are also 3.5 million children in Pakistan who are facing a learning disruption due to the flood crisis. On #ChildrenDay, please help spread this message by retweeting to bring flood-affected children back to school. #education #Pakistanfloods https://t.co/CFRb8vkOdK",0,2022-11-20 06:58:36+00:00,Twitter for Android
8492,"@COP27P Pakistan who cut down their own mangrove trees (flood defence) for floods they’ve always had.
Every year Pakistan has flooded long before the industrial revolution. More died in 1950 floods from a smaller pop. than 2022.
This is a token rather than actually tackling fossil fuels.",35,2022-11-20 06:54:04+00:00,Twitter for iPhone
8496,"@latimeralder Britain allegedly is culpable for c. 1% of the what is referred to as the world's climate change; so if a nation's taxpayers have to foot the bill for the clear up of the recent Pakistan floods and other 'climate disasters', when the cost is calculated, Britain pays 1.1% of it.",2,2022-11-20 06:38:37+00:00,Twitter Web App
8501,"It seems that one of the most important problems of Pakistan is ""Appointment of COAS"" not ""Economy"".Whole political body is indulged in this matter.Not even trying to look into floods and economic matters.Priorities for our country 🤧🤧.Fuck off with whole political body.",1,2022-11-20 06:22:44+00:00,Twitter for Android
8508,"Pakistan contributes 1% in global emissions. And the damages from recent floods are $30. 
I hope this new agreement pays the costs in full.

In a First, Rich Countries Agree to Pay for Climate Damages in Poor Nations https://t.co/MTXnHxpSkc",0,2022-11-20 06:01:35+00:00,Twitter for Android
8509,"Federal Minister for Poverty Alleviation &amp; Social Safety Shazia Marri meets UN’s DG, Food and Agriculture Organization Mr QU Dongyu at Rome,Italy &amp; briefed him food-Agro issues caused by devastating floods in Pakistan.She briefed them Benazir Income Support Program contribution https://t.co/ww4mkcGfOZ",2,2022-11-20 05:44:55+00:00,Twitter for Android
8510,"Pleasure to meet with Ute Klamert, Deputy Executive Director WFP. Had a detailed discussion regarding our nutrition programme &amp; the devastation caused by the unprecedented floods. @WFP has been providing technical assistance to @bisp_pakistan for its Benazir Nashonuma Programme. https://t.co/Yj4VjkB9tL",3,2022-11-20 05:43:54+00:00,Twitter for Android
8515,G77: this is not charity but a down payment on the future. We thank our partners for responding in a huge way while acknowledging the immense harm in Pakistan’s floods. We look forward to enhanced capitalization and technical assistance to respond to L&amp;D,0,2022-11-20 05:15:28+00:00,Twitter for iPhone
8522,"Today on #WorldChildrensDay, and every day, @UNICEFROSA stands with the children of South Asia.

At 1:15 PM Pakistan time today, Ayesha from #Pakistan is taking over my account and raising her voice for children whose lives have been upended by catastrophic floods. 

Stay tuned!",333,2022-11-20 04:45:46+00:00,Twitter Web App
8524,"apparently it is some sort of supportive fund to #developing countries suffering from storms and floods..hence, this funding should go to countries such as #pakistan ..the big question who will pay the funding?",0,2022-11-20 04:43:20+00:00,Twitter for iPhone
8536,"@SublimeRithy @ThisIsKyleR @realDonaldTrump Ah yes. That same American government sending money to help in the floods of Pakistan. So which is it? Shitty people or is just about money?
The Republican Party came into existence to get rid of slavery and has been for small government and personal responsibility. Like huh? 💀",0,2022-11-20 03:59:08+00:00,Twitter for iPhone
8539,"In a year when Pakistan floods reminded the world of the need for urgency, COP 27 had nothing new to offer on ambition to reduce greenhouse gas emissions. 2/N",16,2022-11-20 03:52:31+00:00,Twitter for Android
8540,"Rising global temperatures have intensified deadly floods in places like Pakistan and Nigeria, as well as fueled record-breaking heat across Europe and Asia.

@bradplumer @LFFriedman @maxbearak @jggross 

https://t.co/uvlQ0hOWwt",3,2022-11-20 03:52:17+00:00,Twitter Web App
8542,"@ndtv Pakistan is dying of debt economic disaster, reeling under floods, corruption, loot so these are chanting Pakistan Zindabaad. 👈😂",0,2022-11-20 03:47:37+00:00,Twitter Web App
8544,"This year climate-induced disasters, from catastrophic floods in Pakistan to severe drought in Somalia, sharpened focus on disaster-hit countries
https://t.co/n1qotIETV3 #UAE #Dubai #DXB",0,2022-11-20 03:36:05+00:00,Microsoft Power Platform
8549,"This year climate-induced disasters, from catastrophic floods in Pakistan to severe drought in Somalia, sharpened focus on disaster-hit countries
https://t.co/PayGhph2Vb",9,2022-11-20 03:19:35+00:00,Twitter Web App
8552,@abdulhayee2014 @KhaledBeydoun Hahahahaha “burned Pakistan to the ground”. That’s funny you think he did that in 4+ years but completely ignore what’s happened in the last 40+. The people you’re vouching for couldn’t even build a single dam. Then they wait for floods to go out and start begging. Gimme a break,1,2022-11-20 03:11:08+00:00,Twitter for iPhone
8553,"#Pakistan mourns victims of a minibus crash in region hit hard by floods in the south which killed many children.
https://t.co/ROMtPw1n1U

#Caliber",4,2022-11-20 03:02:00+00:00,Twitter Web App
8556,"Pakistan was brutally hit a few months ago by a series of dramatic, unprecedented floods that took the life of so many. https://t.co/U3DVhiBYjc",1,2022-11-20 02:56:15+00:00,TweetDeck
8561,"In #Pakistan, Red Crescent teams are conducting health assessments and health awareness activities in communities that have been badly affected by the floods.

Teams have reached more than 600,000 people with emergency life-saving assistance including temporary shelters and food. https://t.co/QNlVTxpcuY",23,2022-11-20 02:41:54+00:00,Twitter for Android
8567,"Don't miss @AltamushSaeed, founder of @CharityDoings, on the #OurHenHouse podcast! He joins co-hosts @jasmin_singer and @marisul to discuss the disaster relief work he's spearheading—for humans and animals—following the Pakistan floods. Listen to ep 671: https://t.co/fF3az1DQhH https://t.co/eL5otDo8FL",3,2022-11-20 02:14:54+00:00,Twitter for Android
8568,"Don't miss @AltamushSaeed, founder of @CharityDoings, on the #OurHenHouse podcast! He joins co-hosts @jasmin_singer and @marisul to discuss the disaster relief work he's spearheading—for humans and animals—following the Pakistan floods. Listen to ep 671: https://t.co/n4p93VGT39 https://t.co/vtLx0LR9Ek",1,2022-11-20 02:14:45+00:00,Twitter for Android
8569,"@VS_shekhawat01 #India is the world’s 3rd largest emitter of #CO2 after #China, #US. And India’s #GHG emissions are growing at the fastest rate as it adds more and more #coal fired #electricity generation https://t.co/FNpa1265Nx https://t.co/hKINSIAvCy",0,2022-11-20 01:45:30+00:00,Twitter for iPad
8572,"@grantbuttenshaw @BrianBellia @JunkScience Who made that claim?

https://t.co/5GrVBfo3nr.",0,2022-11-20 01:04:45+00:00,Twitter Web App
8573,"The devil will be in the volume and type of billions, but I for one am surprised they got this far. L&amp;D is necessary for a full developing country commitment to the PA, JETP being the mitigation counterpart. Perhaps Pakistan’s floods were the final straw. https://t.co/w3jgOACoAl",4,2022-11-20 00:56:51+00:00,Twitter for iPhone
8580,"@droopy_cock Didn’t know that Warburton’s had delivery trucks in Pakistan?
Indus is a massive floodplain, look at a map, caused over thousands of years by nature. A natural flood plain that floods, regularly",0,2022-11-20 00:22:34+00:00,Twitter for iPhone
8581,Pakistan minister says West has 'responsibility' to help with floods as it's caused climate change | World News | Sky News https://t.co/R61mheAQi2,1,2022-11-20 00:21:07+00:00,Twitter for iPad
8583,From 2010 the issue of deforestation was know as the cause of Pakistan flooding at COP27 tonight apparently wealthy nations are to blame #dofuckoff https://t.co/Ec5kMqQPKg,3,2022-11-20 00:16:39+00:00,Twitter for iPhone
8592,"A few years ago #China reached a point where it produced more steel in a single year than Britain had since industrialisation. It should be among the rich countries paying Pakistan, Somalia, Tuvalu etc for floods and drought, homelessness and starvation. #Cop27 #skypapers",1,2022-11-19 23:07:24+00:00,Twitter for Android
8595,"Across Pakistan, millions of people's lives have been upended by the catastrophic flooding.

Your donation can provide refugees and local communities with vital emergency support.

🔗 https://t.co/YSKmvPWasn https://t.co/0I2mPTFCoP",2,2022-11-19 23:00:01+00:00,TweetDeck
8602,@spwells Article doesn't really explain how ENSO causes floods in Pakistan. Would have thought the Indian ocean dipole was the usual suspect.,0,2022-11-19 22:44:19+00:00,Twitter for Android
8603,"She further talked about how the recent floods in Pakistan affected almost 33 million people. Vulnerability should not become a death sentence, because that is what many economies and countries and people are facing.",6,2022-11-19 22:36:37+00:00,Twitter for Android
8605,@Q_TheCrowd @climate_fact The floods in Pakistan have nothing to do with geoengineering.,0,2022-11-19 22:32:04+00:00,Twitter for Android
8607,"@RDNS_TAI China made an unfortunate ""contribution"" to poorer countries dealing with climate change: 
Pakistan, devastated by extreme floods, has opened coal-fired power plants recently built as part of the China-Pakistan Economic Corridor (@CPEC_Official).  https://t.co/yk7HnTaa1F #COP27",0,2022-11-19 22:26:26+00:00,Twitter Web App
8618,"@nickelsgb Pakistan has suffered heavily due to floods in its 66-year history, primarily due to the absence of a disaster management mechanism, experts believe
Pakistan has witnessed 20 major floods; in 1950, 1955/6/7, 1959, 1973, 1975/6/7/8, 1981, 1983/84, 1988, 1992, 1994/95, , 2010/11/12",6,2022-11-19 21:39:15+00:00,Twitter for iPad
8619,"@Sayeda_Seham @HeiserLong @csokogwu @Nnedi @StephenKing Imagine living your life by some texts in an old book.

God cares about what women wear but cannot stops Floods, earthquakes, cancer, diseases, born disabilities.

Lol
Where was your God when thousands died in Pakistan killing good Muslims?",3,2022-11-19 21:36:09+00:00,Twitter for Android
8624,"This summer, devastating #floods in #Pakistan left communities without key resources and vulnerable. Read more about it in this piece by @waltonwater here: https://t.co/AjMmlbrhqj",0,2022-11-19 21:00:29+00:00,Hootsuite Inc.
8625,"Don't miss @AltamushSaeed, founder of @CharityDoings, on the #OurHenHouse podcast! He joins co-hosts @jasmin_singer and @marisul to discuss the disaster relief work he's spearheading—for humans and animals—following the Pakistan floods. Listen to ep 671: https://t.co/wlFv9QtoSH https://t.co/PgXZ3qFy42",5,2022-11-19 20:52:04+00:00,Twitter Web App
8626,A deal was struck at the #COP27 climate talks to set up a fund that would pay for #climate-related damage in countries deemed particularly vulnerable. #Pakistan #lossanddamage #floods  https://t.co/Nx63objl8Y,2,2022-11-19 20:50:30+00:00,Twitter for iPhone
8627,"Devastating floods in Pakistan
https://t.co/HAPh9K2mFp",0,2022-11-19 20:49:59+00:00,Twitter for iPhone
8635,"“Rather thn saving Brazilian rainforests, maybe a better and more impactful discussion would be what to do about the drying Seine.Rather than the image of climate change being floods in Pakistan, perhaps it should be the thousands dying in heatwaves in UK” https://t.co/iQkAxdGJyY",2,2022-11-19 19:57:17+00:00,Twitter for iPhone
8636,"UMR has partnered with UNICEF USA to help provide relief to the millions of people in Pakistan impacted by the severe floods
To learn more about the effects of the flood and how you can help, click:  https://t.co/ZK4CM2X0zU",0,2022-11-19 19:56:24+00:00,Twitter Web App
8638,"@latimes Another bold faced lie that the AP and the LAT's continues to spread. Shameful.

1/3 of Pakistan - flooded

A few days after the BBC made the big lie, they reported: 

.. 10% of the country had been affected by floods, w/much of this short term.

https://t.co/jmZqoJjp4K https://t.co/dJnxazzqRB",1,2022-11-19 19:44:20+00:00,Twitter Web App
8641,"UMR has partnered with UNICEF USA to help provide families in Pakistan with emergency winter care kits, hygiene kits and more, as they suffer the devastating effects of the summer floods.
You can donate too: https://t.co/q0NOFc9yit
#unitedmuslimrelief #unicef #pakistanflood https://t.co/xXcJvYD4S8",0,2022-11-19 19:32:19+00:00,Twitter Web App
8642,"Journalism or envelope?
The country is bankrupt, economic collapse, unemployment, inflation, industries are closed, half of Pakistan is affected by floods.
Answer: Imran Khan's shoes, clothes, watch, Imran Khan, Imran Khan. https://t.co/yRGaFphtkH",0,2022-11-19 19:31:51+00:00,Twitter for iPhone
8656,"“Where were the existing instruments when Pakistan &amp; Nigeria were devastated by #floods?"" Michai Robertson, lead climate finance negotiator for #AOSIS told me for my report 
“They don’t deal with #LossAndDamage that is why the demand is for new, fit-for-purpose multilateral fund""",4,2022-11-19 18:52:36+00:00,Twitter Web App
8657,"Alhamdulilah, thanks to your support we have reached hundreds of thousands of people across #Pakistan.

So far, we've built 295 makeshift #latrines and have provided over 7,900 #hygiene kits to displaced families. 🤲💙

Donate Now: https://t.co/6u3Z5RFzoR

#WorldToiletDay https://t.co/WxbmYGvuh1",6,2022-11-19 18:50:06+00:00,Sprout Social
8667,Gov’t don’t even care to Humans like that and recent Floods in Pakistan is an example https://t.co/6JcRkc1Lbh,2,2022-11-19 18:34:30+00:00,Twitter for iPad
8676,"We ought to work together to help the victims of the devastating floods in Pakistan. This is going to go on for a while and we’d need to be steadfast united. As our team@AliZFoundation
 embarks to help the victims I urge for your generous help.Donate👇 
https://t.co/wiFs8ooJxk😀",1,2022-11-19 17:54:58+00:00,Twitter Web App
8690,"Check out my run on @Strava
#Aid #Refugees #Asylum @DECAppeal 
#Famine #Malnutrition #Afghanistan #Crisis #Humanity #Ukraine #Floods #Pakistan https://t.co/YXuG5goWbR",2,2022-11-19 17:11:53+00:00,Twitter for iPhone
8694,"Whilst flood waters have continued to recede in many flood-affected areas across #Pakistan enormous volumes of flood waters remain stagnant in many places.

Donate now 🔗⁠
https://t.co/frtO6DAo9d

#PakistanFloods #pakistanfloodemergency #climatechange #emergency #lft #lftrust https://t.co/m4qn06Modc",1,2022-11-19 17:02:29+00:00,LaterMedia
8695,"This world toilet day, we are seeking your support in helping us provide the necessary #aid to the families in need across #Pakistan. 

Learn more: https://t.co/c428EyfBEg 

#WorldToiletDay #WorldToiletDay2022 #pakistanfloods https://t.co/mvI4QMmkCO",0,2022-11-19 16:56:40+00:00,Twitter for iPhone
8697,@Pepsidog18s @LockdownLes Pakistan's floods are due to poor land management brought on by over population... we don't want to house the rest of the world on our native island.,2,2022-11-19 16:55:48+00:00,Twitter Web App
8698,@FlowersEnglish Pakistan's floods are due to poor land management brought on by over population... we don't want to house the rest of the world on our native island.,1,2022-11-19 16:55:14+00:00,Twitter Web App
8709,"If floods and other ecological disasters on this scale become regular events as a result of climate change, then Pak will be destroyed as a state and an organised society 

Anatol lieven on 2010 floods in Pak
- Pakistan a hard country",188,2022-11-19 16:38:25+00:00,Twitter for iPhone
8710,"After its hottest months in 61 years, Pakistan was hit by a “monsoon season on steroids” 

They are responsible at most for about 1% of GHG emissions, and yet Pakistan is the country that gets clobbered the worst, so far…. 

#ClimateCrisis 

https://t.co/56gAE0xDlZ",0,2022-11-19 16:37:31+00:00,Twitter Web App
8720,"@DrSJaishankar @suhasinih Good move.

Loss Afghanistan India RAW lost leverage in Pak. 

Afghanistan conditions with funds freezes could turn fertile ground terrorist in future. Even floods in Pakistan. 

Taiwan aims India &amp; dispute LAC, China can push Pak &amp; Afghans to terrorism for containing India.",0,2022-11-19 15:56:02+00:00,Twitter for iPhone
8736,"@twinkle_Nightt If you are talking about floods this video only tells the story of Northern Pakistan where the picture seems horrific and terrible. Whereas the situation down south in Southern Punjab, 80 per cent of Sindh and the majority of Baluchistan situation is still dire. 1/2",0,2022-11-19 15:29:55+00:00,Twitter Web App
8747,"@h_mad_murdock @ThePrizeForce @lukeshepherdson @44tunafish @marshpw0102 @leeamott1 @DeepblueBoy65 @northumbrian_ @transferdicky @BobTaffy69 @huaweithelads @Alan_Sovruntee @gmai_sutton Well - I think that is a tricky one.
To start with, who pays?
Does China? Although we import its goods…
And what about those countries that have ruined their ecosystem like Pakistan etc. where deforestation causes floods too. How do you separate the relative effects?",2,2022-11-19 15:06:16+00:00,Twitter for iPhone
8755,"A panel discussion, on the situation of floods in Pakistan, moderated by Dr. Hidayat Bhutto. The panelists include Dr. Danish Mustafa (Kings College London), Aaron Maguna, and hydrologist Hassan Abbas. https://t.co/hldFpedZIe",3,2022-11-19 14:55:56+00:00,Twitter for Android
8771,"@Refugees History knows those floods in Pakistan have been going on forever , there is no climate crisis. Facts are facts! Your post is deliberate misinformation. https://t.co/HzcSut95cg",1,2022-11-19 14:32:46+00:00,Twitter Web App
8774,"Drought in Somalia
Central America’s “Dry Corridor”
Desertification Yemen
Cyclones in Bangladesh
Fires in Mauritania
Floods in Afghanistan, Cameroon, Chad, Sudan, South Sudan, and Pakistan

You don’t have to look far to see the brutal impacts of the climate crisis. https://t.co/tpP01tVs76",8,2022-11-19 14:32:02+00:00,Adobe Express
8795,"From floods in Pakistan and South Sudan 

To drought and looming famine in the Horn of Africa

The climate crisis is driving displacement.

The voices of refugees and displaced people at #COP27 have made it clear: they must have a seat at COP28. https://t.co/gqq74Xp0kf",86,2022-11-19 14:14:00+00:00,Adobe Express
8796,"South Africa’s April floods made twice as likely by climate crisis, scientists say

Brutal heatwave in India and Pakistan also certain to have been exacerbated by global heating, scientists say
 The massive and deadly floods that struck South Africa  https://t.co/DUkKI3DkWV https://t.co/YyyRzhBfWn",0,2022-11-19 14:07:34+00:00,Twitter Web App
8803,"As #Pakistan drowns amidst climate inaction, Wasfa, a young illustrator shares her feelings through her art.  

“Floods have broken our hearts, homes and health,” she says.💔

v/@unicefrosa @unicef_pakistan #COP27 https://t.co/sEhV7BkYqd",33,2022-11-19 14:00:14+00:00,Twittimer
8811,"@raadsaleh20 @OPorloc @Haaland420 @MCFC__BH Bruh even if there was a God. He clearly doesn't care.

Pakistan got destroyed by Floods.
So many diseases
Earthquakes
Born disabilities
Murders, rapes.

He can stop it all but doesn't. If I was a God I would do so much of a better job at creating humans lmao. Weak engineering 👎",1,2022-11-19 13:44:42+00:00,Twitter for Android
8812,@droopy_cock Off your go to China as I doubt there’s a causal link between the industrial revolution and floods in Pakistan today !,0,2022-11-19 13:40:23+00:00,Twitter for iPhone
8819,"UN calls for additional funding to meet urgent needs of flood affected people in Pakistan
#Floods #UnitedNations #UNO #globaltimespakistan
https://t.co/5pmvV9m60z
https://t.co/qKVEx49eFi
https://t.co/dAOS7mT00E
https://t.co/HeHz9DGltr https://t.co/Z0fONlsOHG",1,2022-11-19 13:29:55+00:00,Twitter Web App
8822,"Pakistan continues to face the lingering after math of the recent floods with displacement of families, lack of accessibility of the every-day essentials and increased damage to the infrastructure. We are facilitating many families as part of our early response plan.#BeyondCrisis https://t.co/sTRuEuemDM",5,2022-11-19 13:08:19+00:00,Twitter for iPhone
8841,@TalkTV : Pakistan also wants money because of the floods. Floods that happen all the time - seems they have done nothing to create flood defences but spend their money of their space programme?,0,2022-11-19 12:13:39+00:00,Twitter for iPad
8843,"This is not the first time floods have destroyed #Pakistan. It received donations from countries and institutions all over the world in the aftermath of the 2010 floods, but it did not evolve. 
@TarekFatah 
1 https://t.co/JvjuQnnzmf",0,2022-11-19 12:10:49+00:00,Twitter for Android
8845,"@nickelsgb All the millions probably billions of charity donations and foreign aid has built a nuclear arsenal and a space program and *uck the people ,like you say india/pakistan has had floods every year and neither country has built flood defences to sort it out 🤑🤑🤑!",1,2022-11-19 12:10:06+00:00,Twitter for Android
8846,@ivanenrile Reminds me of when some phd lady was telling us how we should blame China for the floods in Pakistan and we're so ungrateful if we blame the US because they do soooo much for us!!! Find her here for all her wisdom @Minesbastos,1,2022-11-19 12:08:56+00:00,Twitter Web App
8850,🔊 @G7 @EUCouncil @g20org: The devastating floods in Pakistan show why climate finance is needed NOW. The promised $100 billion is two years behind schedule. People are suffering – when will you be stepping up? https://t.co/EnT1giJAar,0,2022-11-19 11:59:52+00:00,Global Citizen Mobile App
8852,"As negotiators struggle to finalize conclusions from #COP27 @NorChurchAid is responding to climate related floods in #Pakistan and droughts in #Somalia. #LossAndDamage and Human suffering is there. Our appeal: stick to 1,5 degree target and put words to actions! @EspenBarthEide",8,2022-11-19 11:58:20+00:00,Twitter for iPhone
8853,The visiting dignitary expressed her grief over the devastation caused by ongoing floods in Pakistan and offered sincere condolence to the families of the victims.  1  == #سپہ_سالار_جرنل_باجوہ == https://t.co/DeDQJ8holA,1,2022-11-19 11:56:52+00:00,SocialPilot.co
8854,The UN Military Advisor expressed his grief over the devastation caused by ongoing floods in Pakistan due to climate changes and offered sincere condolence to the families of the victims.   _  == #سپہ_سالار_جرنل_باجوہ == https://t.co/fFBtn9EA5K,1,2022-11-19 11:56:51+00:00,SocialPilot.co
8860,"@NajamAli2020 When Dar came the dollar was controlled with unfair means, imports opened then came the floods. The deluge costs us badly on domestic and external side. Now dollar is going down in the world but its going up in Pakistan due to low FX reserves of @StateBank_Pak.",1,2022-11-19 11:49:53+00:00,Twitter Web App
8861,@Ali_Malik @Rotary Heartwarming to see this work going on 🙏 The floods are devastating with so little MSM coverage as to the ongoing misery for millions #Pakistan,1,2022-11-19 11:48:20+00:00,Twitter Web App
8862,The UN Military Advisor expressed his grief over the devastation caused by ongoing floods in Pakistan due to climate changes and offered sincere condolence to the families of the victims.  1   *  == #سپہ_سالار_جرنل_باجوہ == https://t.co/9iZQQrgvcg,0,2022-11-19 11:46:52+00:00,SocialPilot.co
8863,The visiting dignitary expressed her grief over the devastation caused by ongoing floods in Pakistan and offered sincere condolence to the families of the victims.  == #سپہ_سالار_جرنل_باجوہ == https://t.co/gQaPmZ9yXv,0,2022-11-19 11:46:52+00:00,SocialPilot.co
8864,"@KingtheNorth007 @sportbible Mate, your Pakistan is so indebted to China you had to beg for an international bail out, your former PM just survived an assassination attempt, your countries poorest are devastated by floods. Your country has not even figured out how to function at the most basic level",2,2022-11-19 11:45:02+00:00,Twitter for iPhone
8869,The UN Military Advisor expressed his grief over the devastation caused by ongoing floods in Pakistan due to climate changes and offered sincere condolence to the families of the victims.  1  == #سپہ_سالار_جرنل_باجوہ == https://t.co/ENsouwiKT9,0,2022-11-19 11:37:02+00:00,SocialPilot.co
8873,"@nickelsgb 2010 floods in Pakistan produced megabucks of aid, none of which got as far as buying flood defence. Source Wiki, not just me.
Rancid corruption - don't waste your money.",2,2022-11-19 11:28:55+00:00,Twitter Web App
8875,The UN Military Advisor expressed his grief over the devastation caused by ongoing floods in Pakistan due to climate changes and offered sincere condolence to the families of the victims.  == #سپہ_سالار_جرنل_باجوہ == https://t.co/zz3VCrOIjq,0,2022-11-19 11:27:02+00:00,SocialPilot.co
8880,"During the interaction, COAS said the business community has always helped people of Pakistan during various natural calamities including their support in recent floods. https://t.co/s6AGWADK97",0,2022-11-19 11:18:49+00:00,SocialPilot.co
8882,The visiting dignitary expressed her grief over the devastation caused by ongoing floods in Pakistan and offered sincere condolence to the families of the victims.   _  == #سپہ_سالار_جرنل_باجوہ == https://t.co/sOuVbJlmPK,0,2022-11-19 11:16:22+00:00,SocialPilot.co
8884,The visiting dignitary expressed her grief over the devastation caused by ongoing floods in Pakistan and offered sincere condolence to the families of the victims.  1   *  == #سپہ_سالار_جرنل_باجوہ == https://t.co/zKxfP6zbv4,0,2022-11-19 11:05:42+00:00,SocialPilot.co
8889,"#NationalAssembly has adopted a resolution acknowledging #ChildrensRights on World Children`s Day.

The resolution was moved by MNA Mehnaz Akbar Aziz, who raised the alarm on the sufferings of 16 million children as a result of `super floods` in Pakistan. https://t.co/jun74esjzJ",17,2022-11-19 11:01:53+00:00,Twitter Web App
8890,"Families queue up at the DWW Hospital Canteen in Khyber Pakhtunkhwa, #Pakistan to receive food packages &amp;  nutritious, cooked meals to take away. Built prior to the recent floods, our canteen &amp; Nutrition Programme continues to act as a lifeline for local Pakistanis &amp; #refugees. https://t.co/TfkZAVotJH",2,2022-11-19 11:00:02+00:00,TweetDeck
8899,"@droopy_cock Floods in UK are often caused by having built on the flood plain and by having concreted over the soil. In Pakistan it is due to excessive rainfall.
Climate crisis is a political myth.",0,2022-11-19 10:38:23+00:00,Twitter Web App
8901,"We need to leave providing hope to hose most impacted by climate change, those experiencing floods in Pakistan and drought across the horn of Africa, says @TasneemEssop",0,2022-11-19 10:30:17+00:00,Twitter Web App
8902,"An important week in highlighting 
Floods &amp; Recovery in Pakistan with the #APPGPakistan @YasminQureshiMP &amp; @AbdullahAFadil from @UNICEF_Pakistan 
#PakistanFloods2022 
#ClimateEmergency 
#collaboration 

British government - MP Yasmin ... https://t.co/sUHqowUWbE",1,2022-11-19 10:30:15+00:00,Twitter for iPhone
8907,@krypton12915752 @Baisla5191 @Ramesh91007013 @TheLegateIN Well hardly seen anyone eat insects in Pakistan. But African nations have some dishes of them. And we are going through crisis and will get out of it and as for floods we stood as a nation and helped eachother. Didn't use floods to scam others like indians do.,0,2022-11-19 10:14:58+00:00,Twitter for Android
8908,It floods every year in India and Pakistan so why ain't they preparing for next years floods. I'm no expert but I would think some sought of drainage system would be a great life saver of that I'm sure. It isn't climate change the same thing has happened since I was a nipper.,191,2022-11-19 10:14:52+00:00,Twitter Web App
8916,"A lesson from Pakistan…? Why we need to create sustainable food systems that can withstand a turbulent future…..
@HenryDimbleby @moorehl @glo_pro @GlobalDevInst @SPGSKeele @KeeleGGE @GlobalFaultline 

https://t.co/44xlmpkRU0",1,2022-11-19 09:41:16+00:00,Twitter for iPad
8918,"We're waiting eagerly for the final decision on Loss and Damage funding. We don't expect surprises this time as it's been with past COPs when  climate catastrophes are already threatening people see Pakistan floods, etc. Need L&amp;D funding as soon as yesterday https://t.co/ky8ERj3sVD",1,2022-11-19 09:38:10+00:00,Twitter for Android
8923,"As expected , after record heatwaves across the world , killing tens of thousand of people , biblical floods in Pakistan displacing 33 million people , #cop27 has decided that 2022 is still not catastrophic enough to ban #FossilFuels 

New try at #cop28 in #UAE ??
TOTAL JOKE https://t.co/VUQo3wSrCu",66,2022-11-19 09:28:29+00:00,Twitter for iPhone
8925,"WHO, UNICEF to provide anti-diphtheria serum to Pakistan as 39 children die - https://t.co/H4TGF5C2Wq 

A woman, who became flood victim, takes care of her ailing baby at a hospital, following rains and floods during the monsoon season in Jamshoro, Pakistan September ... https://t.co/8srPwcJj1L",0,2022-11-19 09:10:03+00:00,Braking News
8926,Floods in Scotland and Pakistan do fck all! Not really news but the FACTS are never reported by the racist dictatorship @bbc #BBCBreakfast https://t.co/G0UURljiLO,0,2022-11-19 09:09:52+00:00,Twitter for Android
8927,"@CMShehbaz what about floods victims of Pakistan? you just want to beg with help of Palestine by taking their name...
In the end you are still a begging from the Islamic world, have some guts like @ImranKhanPTI... you are being ruled by Americans, just like Britishers ruled in us...",0,2022-11-19 09:07:29+00:00,Twitter for Android
8929,"Handing over #PakistanCCDR in #Persharwar, #karachi  and #islamabad. Recent climate change-induced disasters heatwaves &amp; floods show the imperative investing in climate resilience in #Pakistan #ClimateAndDevelopment Report: https://t.co/TzWArRgaqE https://t.co/MRCdkWfit4",3,2022-11-19 09:00:12+00:00,LinkedIn
8932,"Benazir Income Support Program will soon launch dynamic survey to register more deserving families affected recently by devastating floods
@bisp_pakistan @ShaziaAttaMarri 
https://t.co/GxD4T5S67A",0,2022-11-19 08:59:52+00:00,Twitter Web App
8933,@johnredwood Can we get reparations from the rest of the civilised world for these floods? It seems only fair now that we have to pay Pakistan for the cycle of monsoons it has regularly had for the last recorded 100 years😳,1,2022-11-19 08:59:41+00:00,Twitter for iPad
