,CLEAN_tweets,likes
152,women consistently speak of migraines insomnia anxiety the inability to sleep think move function and battle debilitating depression writes https t co hniaczc bh,2
443,women consistently speak of migraines insomnia anxiety the inability to sleep think move function and battle debilitating depression writes https t co hniaczcgqp,6
114,women in crisis in recent floods along with a way forward was discussed at the aga khan university dr nadeem zuberi dr sarah saleem dr nargis asad dr anita allana daysofactivism endgenderbasedviolence https t co jc et gmlg,15
996,working hard on climate policy to handle future floods in sindh pakistan https t co vyedlukiic,0
1045,yanshu few months back pakistan government was begging for mosquito tents and some rice from ind due to floods your prime mister literally begs around the entire world for few dollars ipl broadcasting deal billion money begged from imf by pak billion for years https t co y upztwi r,2
1109,yeah funny that and the worst floods in pakistan etc etc so using all of your expertise in climate science what would you put this down to,0
944,yeah sure historic floods in pakistan u k australia but everything is fine because it snowed somewhere https t co srzutkzixu,5
39,year-old recalls how floods struck her hometown in pakistan at night upending the lives of million people half of them children today million girls and boys still need immediate humanitarian assistance time is running out https t co j dnbz dri,13
251,yes may god bring comfort to grieved hearts today in kentucky america and the greater world from the floods of pakistan to the war-torn ukraine may the children of the human race find warmth food and love may the children in human trafficking circles find comfort and peace,0
1292,yet climate change does not recent examples are the extreme floods in pakistan sudan and australia,0
40,you are such a kiss a how about floods and him visiting and staying outside of pakistan during one of the hardest hit floods how about all the fascist poltiical victimization in sindh via police how about calling generals duffer you really need to grow some courage,0
212,you can t afford to blink it is very vicious what happens in these cops after cop s spoke with about the bitter feuding mistrust between the global north south as millions are affected by climatechange https t co bfcfrj ccc https t co q mwvxy,6
1123,you could do with updating your reading buddy these catastophes are happening all over the world beyond your seemingly limited information diet india has recorded extreme weather events on of days in the first nine months of science https t co a u gpuj,0
108,you could have donated it to your ally pakistan where so many people have recently become homeless due to devastating floods you could have them sourced to you,0
32,you forgot some important high points murder of journalists exposing his best performance in sindh brutalities of sindh police on women and common folk his home district has the highest hiv rate in pakistan lack delay of response to catastrophic floods and many more,0
374,you say this while your country is literally getting drowned in floods which is very unfortunate may allah help the muslims in pakistan,9
1299,you say those words to the families of the people who lost loved ones in the pakistan floods and those houses that caught fire in wennington i bet you wouldn t,1
