,tweets,likes,time,source
3990,‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund | Cop27 | The Guardian https://t.co/xJUUlMqStf,0,2022-11-21 13:27:58+00:00,Twitter for iPhone
4044,"This breakthrough was achieved in tough talks with developed states by the G77 group led by #Pakistan, the victim of recent catastrophic #floods. https://t.co/gr7dggrWox",3,2022-11-21 13:04:05+00:00,Twitter Web App
4048,"Environmental Changes and Pakistan | Floods are Very Destructive | Bhulekha Tv

YouTube Link: https://t.co/i7L9SNMCfo https://t.co/AcV8KsZwaS",1,2022-11-21 13:00:37+00:00,Twitter Web App
4057,"Developed countries have recognised the need for intervention on climate change given the growing number of crises, like the floods in Pakistan or small island states.

However, the sources are yet to be agreed, and pressure remains on the undelivered $100bn-a-year pledge. 3/5",0,2022-11-21 12:46:11+00:00,Twitter Web App
4063,‘We couldn’t fail them’: how Pakistan’s floods spurred fight at #COP27 for #LossAndDamage fund https://t.co/cl2pQiWtbw,0,2022-11-21 12:39:17+00:00,Twitter Web App
4068,Poet in the Woods: The Cup Runneth Over https://t.co/1TJUdzdYCU #poetry #WorldCup #Football #EcuadorvsQatar #COP27 #Earthquake #Pakistan #floods #politics,1,2022-11-21 12:35:11+00:00,Twitter Web App
4081,@MatthewStadlen How much should UK pay for flooding in #Pakistan that you cannot prove has anything to do with ‘climate change’ and still less that #UK is responsible for it?  Pakistan has floods ever year and always has.,1,2022-11-21 12:26:08+00:00,Twitter for iPad
4083,‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund | Cop27 | The Guardian https://t.co/eAqQWpFW5N,0,2022-11-21 12:25:07+00:00,Twitter Web App
4092,"Please donate to help save lives this winter in Pakistan. The effects of the floods are still present and will be felt for the coming months, years. Click on the GoFundMe in the link below. https://t.co/iMJgAIKLlQ",4,2022-11-21 12:19:11+00:00,Twitter for iPhone
4093,"Shoukry for hosting a historic COP27.

The foreign minister said that having experienced first-hand scale and devastation of Pakistan floods, they traveled to the United Nations General Assembly to advocate for climate justice. He recalled that the Group of 77, chaired by him",2,2022-11-21 12:19:07+00:00,Twitter for Android
4099,"phenomenal foundation stone using which Pakistan–a developing country battered by the unrelenting onslaught of “biblical” floods–would stand on its own feet. However, if leading a group of 77 developing countries to a breakthrough has landed as a big shiny star on Pakistan’s 4/6",3,2022-11-21 12:16:06+00:00,Twitter for Android
4100,"'Get well soon' Twitter floods with well wishes for Shaheen.

#Cricket | #Pakistan | #ShaheenAfridi  https://t.co/nAvviKBFoy",9,2022-11-21 12:15:09+00:00,Twitter for Android
4102,"""Pakistani startups remain a rare bright spot for the
country amidst the political uncertainty, macroeconomic
challenges, and the floods disaster"".

- @aatif_awan, Founder of @indusvalleycap, in #UNDPinPakistan's #DAP.
 
Read here: https://t.co/6RBItwRhlQ https://t.co/cfZZv3PIcT",7,2022-11-21 12:14:07+00:00,Twitter for Android
4103,"Health Educators Day Event 
29 Nov 10.30 to 4 PM
Brent Civic Centre
There will be
Presenters
Stalls
Exercise
Support for the people of Pakistan where floods has devastated the country - to show our heartfelt dedication to those in our community who lost family &amp; business",0,2022-11-21 12:13:40+00:00,Twitter Web App
4113,"The devastating #PakistanFloods can be the spur for countries to work together &amp; accelerate collective climate action.

Acting sooner rather than later is crucial, urge authors of a recent @IFPRI blog post.

@IFPRISAO @aditimukherji @CGIAR #COP27 https://t.co/3rr3KtSxzD",9,2022-11-21 12:01:16+00:00,Hootsuite Inc.
4114,‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund https://t.co/LOeRq9mcqI,1,2022-11-21 12:00:32+00:00,Twitter for iPhone
4115,‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund https://t.co/JmhX4YOWIY #ClimateEmergency,0,2022-11-21 12:00:03+00:00,Twitter Web App
4123,"Harjeet Singh on climate damage fund: For someone who has seen his home disappear in the floods in Pakistan, a solar panel or a sea wall isn't much use""",0,2022-11-21 11:55:32+00:00,Twitter Web App
4128,"""It’s worse because of climate change...and especially in these highly vulnerable regions, small changes matter a lot.”

https://t.co/KUFWWjUYL4",0,2022-11-21 11:52:09+00:00,TweetDeck
4129,"New Climate News: 

Millions of Pakistan women suffering worst health impacts of devastating floods

#climatecrisis #climateaction #esg #carbon #sustainability #netzero #climatescam #globalwarming #climatechange
https://t.co/eGOuijPprL",1,2022-11-21 11:52:08+00:00,FS Poster 3
4137,Pakistan reels from floods: ‘We thought we’d die of hunger. Now we fear death from water’ https://t.co/b9t2j82Qkc,0,2022-11-21 11:44:21+00:00,Twitter for Android
4138,‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund https://t.co/QtiXARMvDA,0,2022-11-21 11:43:42+00:00,Twitter for Android
4139,"On #WorldChildrensDay, we asked children to share what they would do for themselves and their communities, if they were Prime Minister of Pakistan. Here are responses @SPARCPK collected from children from a long-term settlement next to Hyderabad, affected by the floods. (1/6) https://t.co/VAjyDgtqsK",5,2022-11-21 11:43:40+00:00,Twitter Web App
4146,"Pakistan's success in negotiating loss and damage funding at #COP27 is essential as climate disasters here become more common. I learned from Sindhi farmers the human cost of this year's floods, plus insights from @SRSO_Official, @sherryrehman, and others. https://t.co/LnJgHROXI3",2,2022-11-21 11:39:20+00:00,Twitter Web App
4148,Great work by Sherry Rahman and Nabeel Munir. We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund - The Guardian https://t.co/lhIX5c6bTu,38,2022-11-21 11:38:12+00:00,Twitter for iPhone
4149,"The so-called philanthropist IK has only once paid the visit to affected areas of KP; where is his empathy, humanity and sense of responsibility towards people of Pakistan suffering from unprecedented floods? - #باجوہ_ہمارا_فخر #BajwaDoctrine  - https://t.co/JTvUYPP1ld",0,2022-11-21 11:37:15+00:00,SocialPilot.co
4161,“We couldn’t fail them”: How Pakistan’s floods spurred fight at COP for loss and damage fund - The Guardian https://t.co/hXklJJlHCd,0,2022-11-21 11:30:52+00:00,Twitter for iPhone
4166,‘We couldn’t fail them’: how #Pakistan floods spurred fight at #Cop27 for loss and damage fund https://t.co/TAMZFdmVme,4,2022-11-21 11:26:06+00:00,Twitter for iPhone
4168,"‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund

#Cop27 #Pakistan #ClimateCrisis #SouthAndCentralAsia #Environment #ClimateFinance #Flooding #WorldNews 
 https://t.co/YsgZYHyZXE",4,2022-11-21 11:25:38+00:00,Twitter for iPhone
4170,"Floods in #Pakistan continue to remain a national calamity. Army invariably is called upon in aid of civil power for undertaking relief rescue operations. 
#Pakistan #ISPR #Bajwa #COAS https://t.co/jQVktmml33",1,2022-11-21 11:22:24+00:00,Twitter Web App
4175,"Please deposit funds in the Montenegrin bank account used by the newly created Ministry for the Indulgence of Western Guilt. 

‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund | Cop27 | The Guardian https://t.co/JDtBlf1PxF",0,2022-11-21 11:16:01+00:00,Twitter for iPhone
4182,"@sajidtarar Also, a heart-wrenching incident was reported 01/Sep/2022 from Sindh, Pakistan where an 8-year-old Hindu girl was gang-raped amid the devastating floods. The suspects scratched her entire face and also gauged out her eyes.",0,2022-11-21 11:03:19+00:00,Twitter Web App
4184,‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund | Cop27 | The Guardian https://t.co/0GdVcjxZIr,0,2022-11-21 11:00:15+00:00,Twitter for iPad
4185,"@sajidtarar Hindu girl gang raped by Khalid and Dilsher on the pretext of providing food amid devastating floods in Sindh, Pakistan.
 She said that the accused auto rickshaw driver duped her and said that he would provide grocery items.",0,2022-11-21 11:00:11+00:00,Twitter Web App
4197,@TerryReintke It wasn't been perfect but if you look up the word disaster it's far from it......floods in Pakistan......now that is a disaster..,0,2022-11-21 10:48:58+00:00,Twitter for Android
4199,"@Ed_Miliband Floods in Pakistan in 1947 there were 47 million people, and it was 95% covered by trees
Over those years deforestation has taken place and they’re now over 400 million people, so when it rains it floods no trees to stop it.
Why should we compensate them for their actions?",1,2022-11-21 10:46:14+00:00,Twitter for iPhone
4208,‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund https://t.co/InNzL7nGa1,0,2022-11-21 10:40:49+00:00,Twitter for iPhone
4222,‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund https://t.co/XUs1vNNluV,0,2022-11-21 10:33:53+00:00,Twitter Web App
4228,"Thanks for visiting @IslamicReliefPK floods response and recovery site at Hanna Urak, Balochistan. @UNDP_Pakistan , @SURGE_UNDP &amp; @IRWorldwide are working together to save people from harsh winters &amp; to restore the Dignity of affected communities.@USAID_Pakistan @ukinpakistan https://t.co/V0l0TBrtGA",38,2022-11-21 10:30:05+00:00,Twitter for Android
4244,"@tws4042 Ah yes, Pakistan who have nuclear and space programmes, who did so much deforestation that it allowed massive floods, and who housed people on flood plains. Of course they are asking for our money, it will help Sunak and Hunt to turn us in to a 3rd world country.",2,2022-11-21 10:21:50+00:00,Talon Android
4274,‘We couldn’t fail them’: how #Pakistan’s floods spurred fight at Cop for loss and damage fund https://t.co/UqFbRuH4Yd,0,2022-11-21 10:13:15+00:00,Twitter for iPhone
4293,"The so-called philanthropist IK has only once paid the visit to affected areas of KP; where is his empathy, humanity and sense of responsibility towards people of Pakistan suffering from unprecedented floods? #باجوہ_ہمارا_فخر",0,2022-11-21 10:06:17+00:00,Twitter Web App
4296,"🏠 𝐑𝐄𝐁𝐔𝐈𝐋𝐃𝐈𝐍𝐆 𝐇𝐎𝐌𝐄𝐒 𝐀𝐍𝐃 𝐋𝐈𝐕𝐄𝐒 𝐈𝐍 𝐏𝐀𝐊𝐈𝐒𝐓𝐀𝐍 🇵🇰

📽️ In this video you can see some of our homes we are rebuilding in Khairpur, Sindh.

🟢 £750 = Full Cost to Build a Home

🟠 £375 = Half Share to Build a Home

➡️ https://t.co/KYMqVn6GLQ https://t.co/JISNnm2uQ0",1,2022-11-21 10:05:37+00:00,Twitter for iPhone
4298,"@kushal_mehra @ashajadeja325 Ironically now there is no dish left in Pakistan…crop failure, locust and floods…sad…",15,2022-11-21 10:04:59+00:00,Twitter for iPhone
4299,"@BBhuttoZardari heads the #G77 group, is a  coalition of 134 developing countries and has been using this global leadership role to raise awareness for the catastrophic floods in #Pakistan and for global warming in the world. 3/7 https://t.co/TPPdQ0ZulF",51,2022-11-21 10:04:40+00:00,Twitter for iPhone
4303,"‘We couldn’t fail them’: how Pakistan’s floods spurred fight at #Cop27 for loss and damage fund 
https://t.co/0EXt7Rbp45",0,2022-11-21 10:02:10+00:00,Twitter for iPad
4304,Recent climate change-induced disasters like this year’s heatwave &amp; devastating floods are a stark reminder that investing in climate resilience is imperative for #Pakistan. Read the new Pakistan #ClimateAndDevelopment Report: https://t.co/1JQrjQQ5qI #PakistanCCDR https://t.co/32W31F1Ms9,3,2022-11-21 10:01:28+00:00,Hootsuite Inc.
4311,‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund https://t.co/BiFCN0Fae7,40,2022-11-21 09:54:32+00:00,Twitter for Android
4315,"Pakistan’s Farmers Are Already Bracing for the Next Disaster

#FloodsInPakistan #Agricultural workers #ClimateCrisis #Disaster #Floodaffectedareas #Floods #heavymonsoonrains #MonsoonRains #Pakistan #Pakistanclimatecrisis  #Sindh 

https://t.co/0ZXlXHCZnP https://t.co/VuzKXvTeNk",1,2022-11-21 09:49:58+00:00,Twitter Web App
4327,"@anthea_bailey And please remember Pakistan has only existed for around 70 years, so those screaming “worst in history” are looking at a very short period of time. They need to look at what was happening to the area long before partition.

https://t.co/SaVSzouLKp",0,2022-11-21 09:39:52+00:00,Twitter for iPad
4336,#Climatejustice must take a tangible shape. This harks to conversations had at @UKFIET⁩ #conversationsforchange &amp;⁦@baicenews #baice2022⁩.  ‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund #pakistanfloods https://t.co/4ppJBSZpmM,1,2022-11-21 09:35:08+00:00,Twitter for iPhone
4340,‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund https://t.co/pll88Ne9Zl,0,2022-11-21 09:34:06+00:00,Twitter for Android
4343,"It's heartbreaking to see thousands of people homeless due to severe floods in Pakistan.

In Sindh, @PRC_official Emergency Response Teams are conducting rapid field assessment of 250 flood affectees in District Larkan, to provide them the humanitarian aid. 

#floodinpakistan https://t.co/IWhpXaHSoZ",9,2022-11-21 09:31:50+00:00,Twitter Web App
4344,"@anthea_bailey Why is it that people are so ignorant of the past. We treat each new weather ( yes weather) disaster as if it’s never happened before - but inevitably it has.

Pakistan has always had floods, and the most recent was around 8% of the land area, nowhere near the 30% claimed.",0,2022-11-21 09:31:21+00:00,Twitter for iPad
4347,"Pakistan's Army Chief Qamar Javed Bajwa's family became billionaires in the last six months while half of Pakistan is suffering from dangerous diseases caused by the floods.
#Pakistani #PakistanUnderFascism #PakistanArmy #Bajwa #pkmkb",1,2022-11-21 09:30:38+00:00,Twitter Web App
4352,"@Lindstar24 Pakistan does not have floods the size of the UK ever year, the Antarctic hasn't melted for 10,000s of years, wild fires in the USA have never been as numerous, try reading!
https://t.co/ciSI9QqrPP",0,2022-11-21 09:26:34+00:00,Twitter for Android
4354,‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund https://t.co/QAmliRGfvE,0,2022-11-21 09:25:54+00:00,IFTTT
4367,@MikeHudema @antonioguterres Why not have a look back at footage or reports of the previous floods they have had which were a lot worse   Pakistan floods on a regular basis.,0,2022-11-21 09:23:32+00:00,Twitter for Android
4373,"READY Pakistan, one of Start Network's #humanitarian hubs, was one of the earliest responders when the floods hit the country - proving that locally led action is the most efficient way to answer the needs of affected communities.

https://t.co/IyEjvFrVO7 https://t.co/MDZxrqcofA",14,2022-11-21 09:18:12+00:00,Twitter Web App
4387,"The foreign minister said that having experienced first-hand scale and devastation of Pakistan floods, they traveled to the United Nations General Assembly to advocate for climate justice.
#BBZLeadingClimateJustice
#COP27
@BBhuttoZardari 
@sharjeelinam 
@SumetaSyed https://t.co/hFr8js0Q59",25,2022-11-21 09:07:56+00:00,Twitter for Android
4390,"(From Indian media) Despite deadly floods and financial crisis, Pakistan continues to build Muridke airport near IAF airfields #Pakistan https://t.co/64gV6V0pNz",0,2022-11-21 09:06:01+00:00,Pakistani News
4393,‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund https://t.co/Ls3n6W1wDF,0,2022-11-21 09:03:11+00:00,Twitter for iPad
4396,"How far has Pakistan's flood response capacity improved since the 2010 floods?🇵🇰
 
Tabadlab takes a closer look at the lessons learned from the 2010 floods and analyses how well prepared the NDMA was for the 2022 calamity: https://t.co/Hrv1x0K455

Co-authored by @AmmarRashidT",0,2022-11-21 09:00:02+00:00,Twitter Web App
4398,"The so-called philanthropist IK has only once paid the visit to affected areas of KP; where is his empathy, humanity and sense of responsibility towards people of Pakistan suffering from unprecedented floods?",0,2022-11-21 08:58:22+00:00,Twitter Web App
4399,"Despite deadly floods and financial crisis, Pakistan continues to build Muridke airport near IAF airfields.

Story by: Srinjoy Chowdhury
https://t.co/JJO0khzOcw",9,2022-11-21 08:57:39+00:00,Twitter Web App
4402,"Later, the COAS interacted with the troops of Quetta Corps, FWO, Frontier Corps (FC) Balochistan and Pakistan Coast Guards and appreciated their efforts during rescue, relief and rehabilitation process in recent floods.

#باجوہ_ہمارا_فخر",1,2022-11-21 08:55:58+00:00,Twitter for Android
4406,‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund https://t.co/hzJAKZUXDI,0,2022-11-21 08:49:54+00:00,Twitter for iPhone
4409,"BRSP with the support of philanthropists distributed winter clothes writing pads, drawing books, colour pencils, sharpeners among the flood affected population of Malik town, near Nawa Killi. Few of them were IDPs that came from Sohbatpur after the devastation caused by floods https://t.co/ItDuUh8RgI",11,2022-11-21 08:47:47+00:00,Twitter for Android
4420,"On the 1st day of her visit to Pakistan, Ms.@ShalinaMiah, met with Wilbroad Ngambi, Chief Field Office, @UNICEF_Pakistan in Punjab.

They exchanged on the partnership to deploy national UN #Volunteers to support @UNICEF_Pakistan response efforts to the recent floods.🇵🇰 https://t.co/9IIZolyI10 https://t.co/tpjFeBRL4H",3,2022-11-21 08:37:52+00:00,Twitter Web App
4427,@MikeHudema @antonioguterres every few yrs floods in pakistan ..do you thing it could be due to water of mountains and also government not bothering about doing anything about rivers.,0,2022-11-21 08:32:41+00:00,Twitter Web App
4441,"“Without the leadership of Pakistan, we wouldn’t have the outcome,”

 @sherryrehman 👏
‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund https://t.co/zYL1qEbUzv",0,2022-11-21 08:21:51+00:00,Twitter Web App
4468,"@MatthewStadlen Pakistan have received money every year to help them and its been used to line pockets of the rich and powerful, the floods have been occurring for at least 50 years as I remember.",0,2022-11-21 08:06:30+00:00,Twitter Web App
4470,Good for Pakistan as it is among the ten most vulnerable countries. The devastating 2022 floods revealed the severity of disasters for the third world countries like Pakistan due to environmental and climate change. It also revealed the level of our under preparedness.#COP27 https://t.co/KaSpyTCtxZ,2,2022-11-21 08:05:30+00:00,Twitter Web App
4471,"‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund | Cop27 | The Guardian https://t.co/2MOMxIJk9l
“It’s not really a victory yet. All that was decided has been the establishment of funding arrangements and the fund … ”",0,2022-11-21 08:05:10+00:00,TweetDeck
4474,‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund - The Guardian https://t.co/V0jie0epSt,1,2022-11-21 08:02:55+00:00,Twitter for iPhone
4481,"@MadihaJSk @ricetex Pakistan harvested a bumper rice crop of 9.4 million tons in MY 2021-22, exported official figure 4.8Mn Tons. Our domestic consumption is about 4Mn Tons. Due to recent floods and torrential rains water, rice production in Sindh affected, total production may remain 8.4Mn Tons",1,2022-11-21 08:00:23+00:00,Twitter for Android
4482,"Govt kicks off process to import more wheat
The federal government has started the process of importing another 500,000 metric tonnes of wheat in the wake of its shortage following the recent devastating floods in several ...
#news #pakistan #investify https://t.co/dMGtRVCCKg",0,2022-11-21 08:00:00+00:00,investify-app-twitter
4496,"The foreign minister said that having experienced first-hand scale and devastation of Pakistan floods, they traveled to the United Nations General Assembly to advocate for climate justice
 #BBZLeadingClimateJustice https://t.co/V6GiwIHaxV",0,2022-11-21 07:53:37+00:00,Twitter Web App
4509,Pakistan’s largest freshwater lake overflowed in early September 2022 as devastating floods hit the Indus River Valley. https://t.co/sH0jjuAZtd,0,2022-11-21 07:37:21+00:00,Twitter Web App
4517,"#RICE:  Expected lower yield, reduced harvested area in India and damages caused by recent floods in Pakistan are predicted to result in decline of global rice production owing to the magnitude of contribution by both countries.

@ricetex https://t.co/X7pNTq22RS",9,2022-11-21 07:28:00+00:00,Twitter for Android
4518,"The foreign minister said that having experienced first-hand scale and devastation of Pakistan floods, they traveled to the United Nations General Assembly to advocate for climate justice.
#BBZLeadingClimateJustice
#COP27
@BBhuttoZardari 
@sharjeelinam 
@SumetaSyed https://t.co/jLmrPHwC3x",0,2022-11-21 07:27:11+00:00,Twitter for Android
4522,‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund https://t.co/5aaMip7zPA,0,2022-11-21 07:23:38+00:00,Twitter for iPhone
4529,"Chairman @BBhuttoZardari
 collected a huge sun of Rs131 billion in just one hour during the UN’s Flash Appeal for the affectees of the Pakistan floods.
 #BBZLeadingClimateJustice https://t.co/4hYRFBlLxs",0,2022-11-21 07:16:43+00:00,Twitter Web App
4549,"An important milestone in a long journey, underscored by a USD 40B dent caused by the recent floods in Pakistan. Key is that its momentum should be accelerated and prioritised https://t.co/B8bAGWVXya",1,2022-11-21 07:01:25+00:00,Twitter for Android
4550,‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund https://t.co/WwEfiSGe0b,0,2022-11-21 07:00:24+00:00,SmartNews | スマートニュース
4554,@MikeHudema @antonioguterres cuckoo - bullshit pakistan floods every year but it never gets clean,0,2022-11-21 06:56:48+00:00,Twitter Web App
4559,DC Barkhan has appreciated the efforts of BRSP during the floods. Waterborne diseases become a major challenge after floods as stagnant water can easily become breeding grounds for mosquitoes. https://t.co/wqSw3xgcsO,14,2022-11-21 06:54:32+00:00,Twitter for Android
4562,"We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund 
 #BBZLeadingClimateJustice https://t.co/B9S6GtFbla",0,2022-11-21 06:52:11+00:00,Twitter Web App
4592,"On the subject of paying money to Pakistan for the floods that they say Britain caused by introducing the industrial revolution on the world? How many very rich Pakistanis are there, why do they not plough some of their wealth into their own country.",0,2022-11-21 06:28:54+00:00,Twitter Web App
4593,"Pakistan issues tender to purchase 500,000 MT following its shortage because of floods

https://t.co/YyE1mWRWWv",0,2022-11-21 06:28:10+00:00,Twitter Web App
4594,@Khalid_Munir @abbasnasir59 @BBhuttoZardari @sherryrehman What happened in Pakistan floods was devastating. But disaster aid as envisaged should be audited by third party to ensure beneficiaries are genuine,0,2022-11-21 06:27:53+00:00,Twitter Web App
4599,Yep because our fault Pakistan floods ....#gmb,2,2022-11-21 06:24:54+00:00,Twitter for iPad
4601,"@LarsLarsonShow Yeah. Sure.
Historic floods in Pakistan, U.K., Australia... ...
But everything is fine, because... ... 
it SNOWED somewhere. 

https://t.co/SrzutKzIXu",5,2022-11-21 06:24:35+00:00,Twitter Web App
4602,"@po942770 @MikeHudema @antonioguterres BBC already admit this they reported falsely about that a couple weeks ago
https://t.co/4k4ER5QuXK",5,2022-11-21 06:24:14+00:00,Twitter Web App
4604,"As COP27 meets, Pakistan’s flood victims confront a health crisis: https://t.co/LVye1bKTCL (@newhumanitarian)",0,2022-11-21 06:22:55+00:00,Twitter Web App
4610,‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund https://t.co/ZyVMPd7yZb,0,2022-11-21 06:19:49+00:00,Twitter for iPhone
4620,"Shehbaz thanked Tajikistan for its support to the flood affectees in Pakistan and shared details of the devastation caused by the massive floods, induced by climate change.
#شکریہ_شہبازشریف",3,2022-11-21 06:10:23+00:00,Twitter for iPhone
4623,"#شکریہ_شہبازشریف
PM Shehbaz concluded the meeting by expressing gratitude for the ""generous support"" extended by China in the wake of massive floods in Pakistan.",1,2022-11-21 06:08:13+00:00,Twitter for Android
4639,"@MikeHudema @antonioguterres Why lie, if the data shows a problem, that we actually do change the weather, why lie??

Oh no, it's a downward trend when it comes to floods in Pakistan, is this also the fault of CO2 from my old SAAB diesel?? #ClimateFRAUD https://t.co/niXMuOtSz2",1,2022-11-21 05:56:27+00:00,Twitter Web App
4649,Floods in Pakistan😳😯 https://t.co/FA5R5liZ9z,0,2022-11-21 05:46:08+00:00,Twitter Web App
4661,‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund - The Guardian 20 Nov’22 https://t.co/524WqDfARK,0,2022-11-21 05:36:39+00:00,Twitter for iPhone
4663,"🇵🇰 leading &amp; winning on world stage,Win for climate justice,win for developing world in honor of 33 million victim of Pakistan Floods &amp; millions around the world who suffer from a climate catastrophe they did not creat &amp; do not have resources to address.
#BBZLeadingClimateJustice https://t.co/OV4GiR4hcz",0,2022-11-21 05:35:49+00:00,Twitter Web App
4670,"Chairman @BBhuttoZardari collected a huge sun of Rs131 billion in just one hour during the UN’s Flash Appeal for the affectees of the Pakistan floods. The young leader is using leading new outlets to launch global awareness for climate justice

#BBZLeadingClimateJustice https://t.co/Mb7uaQlGF5",67,2022-11-21 05:31:46+00:00,Twitter for Android
4675,"‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund. With the deadly devastation fresh in the world’s mind, Pakistan pushed for damage funds with other frontline countries https://t.co/BSmRBg5Xvp",0,2022-11-21 05:27:07+00:00,Twitter for iPad
4685,"Having experienced first hand the scale and devastation of Pakistan floods we travelled to the #UNGA to advocate for climate justice.
#BBZLeadingClimateJustice https://t.co/txZtIYUO5K",0,2022-11-21 05:17:59+00:00,Twitter Web App
4690,"Having experienced first hand the scale and devastation of Pakistan floods we travelled to the #UNGA to advocate for climate justice.
#BBZLeadingClimateJustice https://t.co/Rhv3ct7xXC",0,2022-11-21 05:08:31+00:00,Twitter Web App
4694,"@nowthisnews 
Here is my recent metaphorical and expressionistic portrait of Angelina jolie on her recent visit to Pakistan to show solidarity with the severely affected people's with torrential rain and horrible floods due to the climatic change of our ailing planet. https://t.co/Nn3mKN46eB",0,2022-11-21 05:01:18+00:00,Twitter for Android
4696,"Earlier this year, Pakistan was struck by devastating monsoon floods that left nearly a third of the country under water, affecting more than 30 million people.

#BBZLeadingClimateJustice",11,2022-11-21 04:59:32+00:00,Twitter for Android
4699,“We couldn’t fail them”: How Pakistan’s floods spurred fight at COP for loss and damage fund -Guardian- “We are on the frontline and intend to keep loss and damage and adapting to climate catastrophes at the core of our arguments and negotiations.” https://t.co/Moh2absNp1,2,2022-11-21 04:55:47+00:00,Twitter for iPhone
4700,"@ajolieweb 
Here is my recent metaphorical and expressionistic portrait of Angelina jolie on her visit to Pakistan on the behalf of UN, to show her solidarity with the severely affected people's of Pakistan due to torrential rain and horrible floods in 2022. https://t.co/ykxOQTiR2a",0,2022-11-21 04:54:57+00:00,Twitter for Android
4706,"""What goes on in Pakisatn, won't stay in Pakistan"". Pakistan's floods &amp; loss and damage fund discussion at @COP27P in @guardian 
https://t.co/CdS2iPmiti",0,2022-11-21 04:50:33+00:00,Twitter for Android
4710,"#Pakistan, which was ravaged by unprecedented floods this year, welcomed the @COP27P summit's historic decision to set up a fund to address loss and damage caused by climate-induced disasters

https://t.co/VnXfIF3dUl

#PakistanFloods #COP27 #ClimateCrisis #ClimateAction https://t.co/pWfQj8SRUL",9,2022-11-21 04:48:35+00:00,Twitter Web App
4711,"Good job done by Pakistan at the climate conference in Egypt. The leadership appears to have convinced the world community to pay up for the global damages caused by carbon emissions, including Pk's tremendous losses suffered during 2022 floods.",6,2022-11-21 04:47:27+00:00,Twitter Web App
4712,"@joliefans 
""Angry Monsoon""
Here is my recent metaphorical and expressionistic portrait of Angelina jolie on her good will visit to Pakistan to show solidarity to the victims of torrential rain and horrible floods due to the climatic change of our ailing planet. https://t.co/5z02v2ep6q",1,2022-11-21 04:45:06+00:00,Twitter for Android
4714,"“I have never seen climate carnage on the scale of the floods here in Pakistan...This is a global crisis. It demands a global response."" @antonioguterres 

No time to wait. #ActOnClimate 

#ClimateEmergency #climate #energy #renewables #GreenNewDeal #ClimateEmergency #COP27",1,2022-11-21 04:42:55+00:00,Twitter for Android
4716,‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund - The Guardian https://t.co/HuzArQJ0pj,0,2022-11-21 04:39:32+00:00,Twitter for iPhone
4718,"@HankMeyerNAPP Record Droughts in Europe, China &amp; Africa. Record Floods in Australia &amp; Pakistan. I think it's arrived champ.",5,2022-11-21 04:35:16+00:00,Twitter Web App
4726,"'the catastrophic floods [in Pakistan] impacted 33 million people, more than half our women and children, [covering] the size of three European countries.... We became a victim of something with which we had nothing to do, and of course it was a manmade disaster.'",1,2022-11-21 04:23:26+00:00,Twitter Web App
4728,"🇵🇰#Pakistan #Floods #COP27 

🗨️""More than 3 months since the devastating floods began, the catastrophe is far from over...

...More than 5 million people remain displaced.

...We are calling for additional funding to maintain the life-saving response.""

↘️https://t.co/QM4MYvYeyk https://t.co/pV13RLNw2O",21,2022-11-21 04:22:02+00:00,Twitter Web App
